DATENUM,DATE,SYMBOL,NAME,SECTOR,CMP,VALUATION,FAIRRANGE,PE,SECTORPE,MARKETCAP,MKCAPTYPE,TREND,FUNDAMENTAL,MOMENTUM,DERATIO,PRICETOSALES,PLEDGE,QBS,QBS%,AGS,AGS%,VALUATION_DCF,VALUATION_GRAHAM,VALUATION_EARNING,VALUATION_BOOKVALUE,VALUATION_SALES
20250112,12-Jan-2025,DBCORP,D.B.Corp Limited,"Media, Entertainment & Publication",283.85,Fairly Valued,0-0,11.31,0,5053,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.01,2.10,0.00,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DBEIL,Deepak Builders & Engineers India Limited,Construction,178.86,Fairly Valued,0-0,13.78,0,833,Micro Cap,Buy Trend,Moderate Financials,New Listing,1.00,1.63,11.89,5(10),50%,New Listing),28 Oct 24,0,0,0,0,0
20250112,12-Jan-2025,DBL,Dilip Buildcon Limited,Construction,420.85,Fairly Valued,0-0,13.15,0,6148,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,1.71,0.52,15.47,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DBOL,Dhampur Bio Organics Limited,Fast Moving Consumer Goods,107.16,Overvalued,0-0,67.33,0,708,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,1.03,0.31,0.00,0(10),0%,2(8),25%,0,0,0,0,0
20250112,12-Jan-2025,DBREALTY,Valor Estate Limited,Realty,158.33,Overvalued,0-0,25.83,0,8524,Small Cap,Sell Trend,Moderate Financials,Good Momentum,0.40,19.13,42.10,3(10),30%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,DBSTOCKBRO,DB (International) Stock Brokers Limited,Financial Services,44.74,Undervalued,0-0,17.98,0,156,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.00,2.94,52.10,5(10),50%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DCAL,Dishman Carbogen Amcis Limited,Healthcare,266.1,Fairly Valued,0-0,0.00,0,4176,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,0.35,1.59,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,DCBBANK,DCB Bank Limited,Financial Services,113.94,Undervalued,0-0,6.29,0,3579,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,0.61,0.00,4(10),40%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,DCI,Dc Infotech And Communication Limited,Information Technology,355.55,Undervalued,0-0,36.63,0,481,Micro Cap,Buy Trend,Good Financials,Weak Momentum,0.81,0.95,0.00,7(10),70%,3(8),38%,0,0,0,0,0
20250112,12-Jan-2025,DCM,DCM  Limited,Information Technology,100.43,Overvalued,0-0,27.30,0,189,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.00,2.69,0.00,7(10),70%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DCMFINSERV,DCM Financial Services Limited,Financial Services,6.95,Overvalued,0-0,0.00,0,16,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,0.00,,0.00,-1(10),-10%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DCMNVL,DCM Nouvelle Limited,Textiles,192.18,Overvalued,0-0,48.14,0,357,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,1.18,0.34,0.00,1(10),10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DCMSHRIRAM,DCM Shriram Limited,Diversified,1068.85,Fairly Valued,0-0,31.95,0,16662,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,0.32,1.41,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DCMSRIND,DCM Shriram Industries Limited,Fast Moving Consumer Goods,179.03,Fairly Valued,0-0,12.77,0,1557,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.63,0.76,0.00,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DCW,DCW Limited,Chemicals,83.81,Overvalued,0-0,291.78,0,2477,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.42,1.23,3.88,3(10),30%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DCXINDIA,DCX Systems Limited,Capital Goods,364.4,Overvalued,0-0,74.44,0,4057,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.26,3.17,0.00,4(10),40%,3(8),38%,0,0,0,0,0
20250112,12-Jan-2025,DECCANCE,Deccan Cements Limited,Construction Materials,695.5,Overvalued,0-0,56.57,0,971,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.72,1.33,0.00,3(10),30%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,DEEDEV,DEE Development Engineers Limited,Capital Goods,280.75,Undervalued,0-0,74.40,0,1950,Micro Cap,Sell Trend,Good Financials,New Listing,0.98,2.47,0.00,6(10),60%,New Listing),26 Jun 24,0,0,0,0,0
20250112,12-Jan-2025,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,1145.4,Fairly Valued,0-0,21.41,0,14518,Small Cap,Sell Trend,Moderate Financials,Strong Momentum,0.75,1.62,0.00,5(10),50%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DEEPAKNTR,Deepak Nitrite Limited,Chemicals,2418.75,Overvalued,0-0,38.72,0,33017,Mid Cap,Sell Trend,Great Financials,Weak Momentum,0.05,3.96,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DEEPINDS,Deep Industries Limited,"Oil, Gas & Consumable Fuels",572.5,Undervalued,0-0,26.39,0,3661,Micro Cap,Buy Trend,Moderate Financials,Strong Momentum,0.11,7.65,0.00,5(10),50%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,DELHIVERY,Delhivery Limited,Services,333.85,Overvalued,0-0,0.00,0,24836,Mid Cap,Sell Trend,Good Financials,Weak Momentum,0.01,2.88,0.00,6(10),60%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,DELPHIFX,DELPHI WORLD MONEY LIMITED,Financial Services,181.6,Overvalued,0-0,19.46,0,204,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,6.34,0.00,3(10),30%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,DELTACORP,Delta Corp Limited,Consumer Services,118.93,Overvalued,0-0,20.47,0,3184,Micro Cap,Buy Trend,Poor Financials,Weak Momentum,0.00,4.01,0.00,2(10),20%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,DELTAMAGNT,Delta Manufacturing Limited,Capital Goods,103.11,Overvalued,0-0,0.00,0,111,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,1.47,1.36,0.00,0(10),0%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DEN,Den Networks Limited,"Media, Entertainment & Publication",41,Overvalued,0-0,8.75,0,1959,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,1.91,0.00,4(10),40%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,DENORA,De Nora India Limited,Capital Goods,1130.05,Overvalued,0-0,32.86,0,601,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,7.86,0.00,5(10),50%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,DEVIT,Dev Information Technology Limited,Information Technology,167.02,Undervalued,0-0,21.24,0,377,Micro Cap,Buy Trend,Good Financials,Strong Momentum,0.23,2.57,0.00,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DEVYANI,Devyani International Limited,Consumer Services,180.19,Fairly Valued,0-0,673.66,0,21743,Small Cap,Buy Trend,Great Financials,Weak Momentum,0.88,5.02,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DGCONTENT,Digicontent Limited,"Media, Entertainment & Publication",58.46,Undervalued,0-0,20.26,0,345,Micro Cap,Buy Trend,Moderate Financials,Strong Momentum,76.96,0.77,0.00,4(10),40%,5(8),63%,0,0,0,0,0
20250112,12-Jan-2025,DHAMPURSUG,Dhampur Sugar Mills Limited,Fast Moving Consumer Goods,146.36,Overvalued,0-0,13.36,0,958,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.88,0.40,0.00,3(10),30%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DHANBANK,Dhanlaxmi Bank Limited,Financial Services,25.47,Fairly Valued,0-0,41.72,0,1008,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.00,0.81,0.00,5(10),50%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,DHANI,Dhani Services Limited,Financial Services,94.25,Overvalued,0-0,0.00,0,5770,Small Cap,Buy Trend,Moderate Financials,Strong Momentum,0.00,13.94,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DHANUKA,Dhanuka Agritech Limited,Chemicals,1381,Overvalued,0-0,23.24,0,6293,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.00,3.28,0.00,9(10),90%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,DHARMAJ,Dharmaj Crop Guard Limited,Chemicals,253.05,Undervalued,0-0,22.19,0,855,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.31,1.06,0.00,4(10),40%,4(7),57%,0,0,0,0,0
20250112,12-Jan-2025,DHRUV,Dhruv Consultancy Services Limited,Services,116.65,Fairly Valued,0-0,37.89,0,224,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.23,2.24,0.00,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DHUNINV,Dhunseri Investments Limited,Financial Services,1841.5,Undervalued,0-0,14.12,0,1125,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.00,6.00,0.00,7(10),70%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,DIACABS,Diamond Power Infrastructure Limited,Capital Goods,141.23,Fairly Valued,0-0,253.22,0,7520,Small Cap,Sell Trend,Moderate Financials,Strong Momentum,-0.32,11.25,0.64,4(10),40%,3(4),75%,0,0,0,0,0
20250112,12-Jan-2025,DIAMINESQ,Diamines & Chemicals Limited,Chemicals,477.3,Overvalued,0-0,81.28,0,468,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,5.30,0.00,3(10),30%,0(4),0%,0,0,0,0,0
20250112,12-Jan-2025,DIAMONDYD,Prataap Snacks Limited,Fast Moving Consumer Goods,1123.3,Overvalued,0-0,69.25,0,2685,Micro Cap,Buy Trend,Moderate Financials,Strong Momentum,0.03,1.63,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DICIND,DIC India Limited,Chemicals,664.2,Overvalued,0-0,116.76,0,608,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.04,0.70,0.00,2(10),20%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DIFFNKG,Diffusion Engineers Limited,Capital Goods,311.1,Overvalued,0-0,37.98,0,1165,Micro Cap,Sell Trend,Moderate Financials,New Listing,0.18,4.19,0.00,5(10),50%,New Listing),04 Oct 24,0,0,0,0,0
20250112,12-Jan-2025,DIGIDRIVE,Digidrive Distributors Limited,Consumer Services,41.21,Overvalued,0-0,28.26,0,160,Micro Cap,Sell Trend,Poor Financials,New Listing,0.00,3.28,0.00,2(8),25%,New Listing),10 Jan 24,0,0,0,0,0
20250112,12-Jan-2025,DIGISPICE,DiGiSPICE Technologies Limited,Information Technology,28.72,Overvalued,0-0,23.11,0,669,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.11,1.54,0.00,3(10),30%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,DIGJAMLMTD,Digjam Limited,Textiles,57.5,Overvalued,0-0,0.00,0,114,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,3.21,7.13,0.00,0(10),0%,2(8),25%,0,0,0,0,0
20250112,12-Jan-2025,DIL,Debock Industries Limited,Fast Moving Consumer Goods,3.04,Overvalued,0-0,9.01,0,49,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,0.71,0.00,4(10),40%,1(10),10%,0,0,0,0,0
20250112,12-Jan-2025,DISHTV,Dish TV India Limited,"Media, Entertainment & Publication",8.86,Overvalued,0-0,0.00,0,1633,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.00,0.95,11.68,0(10),0%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DIVGIITTS,Divgi Torqtransfer Systems Limited,Automobile and Auto Components,598.25,Overvalued,0-0,56.68,0,1836,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.00,7.77,0.00,2(10),20%,2(5),40%,0,0,0,0,0
20250112,12-Jan-2025,DIVISLAB,Divi's Laboratories Limited,Healthcare,5771.35,Overvalued,0-0,83.37,0,153076,Large Cap,Sell Trend,Good Financials,Strong Momentum,0.00,17.77,0.00,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DIXON,Dixon Technologies (India) Limited,Consumer Durables,16709.2,Fairly Valued,0-0,140.85,0,100731,Mid Cap,Buy Trend,Great Financials,Strong Momentum,0.09,3.65,0.00,9(10),90%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,DJML,DJ Mediaprint & Logistics Limited,Services,163.18,Fairly Valued,0-0,78.10,0,545,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.46,7.48,0.00,5(10),50%,3(7),43%,0,0,0,0,0
20250112,12-Jan-2025,DLF,DLF Limited,Realty,752.15,Fairly Valued,0-0,51.66,0,186168,Large Cap,Sell Trend,Good Financials,Good Momentum,0.12,26.62,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,DLINKINDIA,D-Link (India) Limited,Information Technology,521.25,Fairly Valued,0-0,18.80,0,1850,Micro Cap,Sell Trend,Great Financials,Good Momentum,0.00,1.41,0.00,8(10),80%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,DMART,Avenue Supermarts Limited,Consumer Services,3686.25,Overvalued,0-0,88.16,0,239841,Large Cap,Sell Trend,Great Financials,Weak Momentum,0.00,4.38,0.00,8(10),80%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,Chemicals,345.4,Undervalued,0-0,64.87,0,860,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.42,2.44,0.00,5(10),50%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,DNAMEDIA,Diligent Media Corporation Limited,"Media, Entertainment & Publication",6.99,Fairly Valued,0-0,0.60,0,84,Micro Cap,Buy Trend,Moderate Financials,Strong Momentum,-1.69,7.18,12.07,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DODLA,Dodla Dairy Limited,Fast Moving Consumer Goods,1157.95,Undervalued,0-0,32.23,0,6979,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.03,2.03,0.00,7(10),70%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,DOLATALGO,Dolat Algotech Limited,Financial Services,112.02,Undervalued,0-0,7.96,0,1974,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.00,3.82,0.00,7(10),70%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DOLLAR,Dollar Industries Limited,Textiles,450.3,Undervalued,0-0,27.50,0,2547,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.39,1.58,0.00,5(10),50%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,DOLPHIN,Dolphin Offshore Enterprises (India) Limited,"Oil, Gas & Consumable Fuels",554.75,Undervalued,0-0,98.60,0,2207,Micro Cap,Buy Trend,Moderate Financials,Strong Momentum,0.00,76.64,0.00,4(10),40%,3(5),60%,0,0,0,0,0
20250112,12-Jan-2025,DOMS,DOMS Industries Limited,Fast Moving Consumer Goods,2626.25,Overvalued,0-0,85.72,0,15916,Small Cap,Sell Trend,Great Financials,New Listing,0.14,9.48,0.00,9(10),90%,New Listing),20 Dec 23,0,0,0,0,0
20250112,12-Jan-2025,DONEAR,Donear Industries Limited,Textiles,150.26,Fairly Valued,0-0,18.51,0,785,Micro Cap,Buy Trend,Good Financials,Good Momentum,1.65,0.92,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,DPABHUSHAN,D. P. Abhushan Limited,Consumer Durables,1472.8,Undervalued,0-0,40.04,0,3328,Micro Cap,Sell Trend,Great Financials,Strong Momentum,0.67,1.18,0.00,8(10),80%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DPSCLTD,DPSC Limited,Power,16.03,Overvalued,0-0,87.73,0,1561,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.39,2.48,67.26,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DPWIRES,D P Wires Limited,Capital Goods,327.8,Overvalued,0-0,17.34,0,509,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.00,0.65,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,DRCSYSTEMS,DRC Systems India Limited,Information Technology,27.51,Undervalued,0-0,22.98,0,372,Micro Cap,Sell Trend,Great Financials,Strong Momentum,0.00,5.98,0.00,8(10),80%,7(9),78%,0,0,0,0,0
20250112,12-Jan-2025,DREAMFOLKS,Dreamfolks Services Limited,Services,376.25,Fairly Valued,0-0,28.05,0,2004,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.01,1.64,0.00,7(10),70%,4(8),50%,0,0,0,0,0
20250112,12-Jan-2025,DREDGECORP,Dredging Corporation of India Limited,Services,783.95,Overvalued,0-0,0.00,0,2196,Micro Cap,Sell Trend,Poor Financials,Good Momentum,0.34,2.44,0.00,0(10),0%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,1354.4,Fairly Valued,0-0,21.17,0,112998,Large Cap,Buy Trend,Great Financials,Weak Momentum,0.07,3.85,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DSSL,Dynacons Systems & Solutions Limited,Information Technology,1407.15,Undervalued,0-0,28.33,0,1788,Micro Cap,Buy Trend,Great Financials,Strong Momentum,0.21,1.57,0.00,8(10),80%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,DTIL,Dhunseri Tea & Industries Limited,Fast Moving Consumer Goods,247.1,Fairly Valued,0-0,0.00,0,259,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.47,0.61,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,DUCON,Ducon Infratechnologies Limited,Capital Goods,7.14,Undervalued,0-0,18.04,0,230,Micro Cap,Sell Trend,Great Financials,Weak Momentum,0.86,0.52,0.00,8(10),80%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,DVL,Dhunseri Ventures Limited,Diversified,348.45,Fairly Valued,0-0,6.98,0,1217,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.12,1.93,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,DWARKESH,Dwarikesh Sugar Industries Limited,Fast Moving Consumer Goods,49.79,Overvalued,0-0,0.00,0,925,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.55,0.72,0.00,1(10),10%,1(10),10%,0,0,0,0,0
20250112,12-Jan-2025,DYCL,Dynamic Cables Limited,Capital Goods,945.15,Undervalued,0-0,49.03,0,2292,Micro Cap,Buy Trend,Good Financials,Strong Momentum,0.56,2.62,0.00,7(10),70%,6(9),67%,0,0,0,0,0
20250112,12-Jan-2025,DYNAMATECH,Dynamatic Technologies Limited,Capital Goods,7739.5,Overvalued,0-0,57.16,0,5246,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.69,3.68,0.00,6(10),60%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,DYNPRO,Dynemic Products Limited,Chemicals,381.95,Fairly Valued,0-0,38.49,0,461,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.58,1.43,0.00,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,E2E,E2E Networks Limited,Information Technology,4153.75,Overvalued,0-0,262.83,0,8251,Small Cap,Sell Trend,Great Financials,Strong Momentum,1.59,58.01,0.00,8(10),80%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,EASEMYTRIP,Easy Trip Planners Limited,Consumer Services,14.82,Overvalued,0-0,59.67,0,5267,Small Cap,Sell Trend,Good Financials,Weak Momentum,0.02,8.47,0.00,7(10),70%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,ECLERX,eClerx Services Limited,Services,3269.95,Overvalued,0-0,29.84,0,15548,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.00,4.96,0.00,10(10),100%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,Services,251.15,Undervalued,0-0,24.14,0,1510,Micro Cap,Sell Trend,Good Financials,New Listing,0.12,2.72,0.00,7(10),70%,New Listing),04 Sep 24,0,0,0,0,0
20250112,12-Jan-2025,EDELWEISS,Edelweiss Financial Services Limited,Financial Services,114.25,Undervalued,0-0,23.35,0,10817,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.00,1.34,0.00,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,EICHERMOT,Eicher Motors Limited,Automobile and Auto Components,5058.45,Overvalued,0-0,32.50,0,138712,Large Cap,Buy Trend,Great Financials,Strong Momentum,0.02,8.26,0.00,10(10),100%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,EIDPARRY,EID Parry India Limited,Chemicals,818.6,Overvalued,0-0,19.72,0,14501,Small Cap,Sell Trend,Good Financials,Good Momentum,0.18,0.49,0.00,7(10),70%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,EIEL,Enviro Infra Engineers Limited,Utilities,285.7,Undervalued,0-0,46.26,0,5016,Small Cap,Sell Trend,Good Financials,New Listing,0.80,6.88,0.00,7(10),70%,New Listing),29 Nov 24,0,0,0,0,0
20250112,12-Jan-2025,EIFFL,Euro India Fresh Foods Limited,Fast Moving Consumer Goods,185.91,Overvalued,0-0,209.57,0,461,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.59,3.93,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,EIHAHOTELS,EIH Associated Hotels Limited,Consumer Services,396.55,Overvalued,0-0,30.05,0,2414,Micro Cap,Sell Trend,Great Financials,Good Momentum,0.00,6.12,0.00,10(10),100%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,EIHOTEL,EIH Limited,Consumer Services,411.15,Fairly Valued,0-0,38.76,0,25749,Small Cap,Buy Trend,Great Financials,Strong Momentum,0.00,9.91,0.00,9(10),90%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,EIMCOELECO,Eimco Elecon (India) Limited,Capital Goods,1996.3,Undervalued,0-0,23.01,0,1156,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.00,4.30,0.00,7(10),70%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,EKC,Everest Kanto Cylinder Limited,Capital Goods,164.16,Fairly Valued,0-0,15.67,0,1844,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.04,1.35,0.00,5(10),50%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ELDEHSG,Eldeco Housing And Industries Limited,Realty,835.1,Overvalued,0-0,25.53,0,825,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.22,6.19,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ELECON,Elecon Engineering Company Limited,Capital Goods,594.95,Fairly Valued,0-0,37.56,0,13338,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.00,6.88,0.00,9(10),90%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ELECTCAST,Electrosteel Castings Limited,Capital Goods,126.05,Fairly Valued,0-0,8.95,0,7805,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.44,1.01,11.44,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ELECTHERM,Electrotherm (India) Limited,Capital Goods,1198.6,Fairly Valued,0-0,4.10,0,1555,Micro Cap,Buy Trend,Moderate Financials,Strong Momentum,-2.27,0.37,7.67,3(10),30%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,ELGIEQUIP,Elgi Equipments Limited,Capital Goods,565.25,Overvalued,0-0,54.62,0,17899,Small Cap,Sell Trend,Great Financials,Good Momentum,0.35,5.33,0.67,10(10),100%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ELGIRUBCO,Elgi Rubber Company Limited,Capital Goods,121.41,Overvalued,0-0,48.47,0,608,Micro Cap,Buy Trend,Poor Financials,Strong Momentum,1.62,1.58,0.00,0(10),0%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,ELIN,Elin Electronics Limited,Consumer Durables,181.38,Overvalued,0-0,53.46,0,903,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.02,0.83,0.00,4(10),40%,2(7),29%,0,0,0,0,0
20250112,12-Jan-2025,EMAMILTD,Emami Limited,Fast Moving Consumer Goods,589.4,Overvalued,0-0,33.31,0,25734,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.03,6.98,8.15,9(10),90%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,EMAMIPAP,Emami Paper Mills Limited,Forest Materials,103.41,Fairly Valued,0-0,7.19,0,626,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.78,0.32,0.00,5(10),50%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,EMBDL,Equinox India Developments Limited,Realty,132.17,Overvalued,0-0,0.00,0,8414,Small Cap,Buy Trend,Moderate Financials,Good Momentum,0.11,9.02,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,EMCURE,Emcure Pharmaceuticals Limited,Healthcare,1357.9,Fairly Valued,0-0,51.54,0,25675,Small Cap,Sell Trend,Great Financials,New Listing,0.71,3.86,0.00,8(10),80%,New Listing),10 Jul 24,0,0,0,0,0
20250112,12-Jan-2025,EMIL,Electronics Mart India Limited,Consumer Services,157.21,Undervalued,0-0,32.98,0,6046,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,0.52,0.91,0.00,4(10),40%,3(8),38%,0,0,0,0,0
20250112,12-Jan-2025,EMKAY,Emkay Global Financial Services Limited,Financial Services,298.9,Undervalued,0-0,11.94,0,748,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.00,2.12,0.00,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,EMMBI,Emmbi Industries Limited,Capital Goods,144.03,Fairly Valued,0-0,26.39,0,266,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.92,0.68,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,EMSLIMITED,EMS Limited,Utilities,807.15,Fairly Valued,0-0,26.14,0,4483,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.09,5.07,0.00,7(10),70%,2(4),50%,0,0,0,0,0
20250112,12-Jan-2025,EMUDHRA,eMudhra Limited,Information Technology,926.3,Overvalued,0-0,94.73,0,7663,Small Cap,Buy Trend,Good Financials,Good Momentum,0.01,17.79,0.00,7(10),70%,5(9),56%,0,0,0,0,0
20250112,12-Jan-2025,ENDURANCE,Endurance Technologies Limited,Automobile and Auto Components,2096.9,Undervalued,0-0,38.35,0,29501,Mid Cap,Sell Trend,Great Financials,Strong Momentum,0.15,2.69,0.00,8(10),80%,7(10),70%,0,0,0,0,0
